Green Bond ISIN,Green Bond Name,Trucost Issuer ID, Issuer Name,Issuer GICS Sector / Category,Issuer Country of Origin,Issue Date,Creation Date,Latest Analysis Date,Nominal Amount,Currency,USD Reported Currency Exchange Rate,Maturity Date,Coupon (%),Labelling,Africa (% of UOP),Asia (% of UOP),Europe (% of UOP),North America (% of UOP),Oceania (% of UOP),South America (% of UOP),Undisclosed region (% of UOP),CBI Category,CBI - Green Proceeds (% of UOP),CBI - Renewable Electricity and Heat Production (% of UOP),CBI - Other Electricity and Heat Production (% of UOP),CBI - Nuclear Energy (%UOP),"CBI -  Transmission, distribution & storage (% of UOP)",CBI -  Transport (% of UOP),CBI -  Water (% of UOP),CBI -  Buildings (% of UOP),CBI -  Land Use and Marine Resources (% of UOP),CBI -  Industry (% of UOP),CBI -  Waste (% of UOP),CBI -  ICT (% of UOP),CBI - Others Green (% of UOP),CBI - Undisclosed/Not disbursed proceeds (% of UOP),CBI - Proceeds that are Not Green (% of UOP),Wind Energy (% of UOP),Solar Energy (% of UOP),Hydro Energy (% of UOP),Geothermal Energy (% of UOP),Wave/Tidal Energy (% of UOP),Cogeneration Energy (% of UOP),Bioenergy (% of UOP),Residential Buildings (% of UOP),Commercial Buildings (% of UOP),Energy Efficient Products (% of UOP),Industrial Efficiencies (% of UOP),National Rail (% of UOP),Urban Rail (% of UOP),Public Road Transport (% of UOP),Private Road Transport (% of UOP),Social (% of UOP),Total (GWh),Total Area (m2),Total Passenger (km),Total Energy savings (MWh),CBI - Renewable Electricity and Heat Production (GWh),CBI - Area (m2),CBI - Passenger (km),CBI - Energy savings (MWh),Annual Construction & Disposal emissions (tCO2e),Annual Operational emissions (tCO2e),Lifetime Construction & Disposal emissions (tCO2e),Lifetime Operational emissions (tCO2e),Lifetime emission intensity (tCO2e per GWh),Lifetime emission intensity (tCO2e per Area m2),Lifetime emission intensity (tCO2e per passenger km),Lifetime emission intensity (tCO2e per energy savings MWh),SDG 13 (13.2) Calculated Avoided Emissions Intensity (tCO2e/USD million invested),SDG 13 (13.2) Calculated Avoided Emissions Attributable to the bond (tCO2e),Use of Proceeds Covered by Calculated Avoided Emissions (%),SDG 13 (13.2) Disclosed Avoided Emissions Intensity (tCO2e/USD million invested),SDG 13 (13.2) Disclosed Avoided Emissions (tCO2e),Use of Proceeds Covered by Disclosed Avoided Emissions (%),Calculated Avoided Emissions - Confidence Level,Issuer Score,Impact Score,Use of Proceeds Covered by Impact Score (%),Overall Governance Score,Governance/UOP Score (%),Governance/Process Score (%),Governance/Management Score (%),Governance/Reporting Score (%),Sources
XS2067135421,0.375% SNR NPF EMTN 21/10/2025 EUR100000,244044,CACEIS Bank S.A.,Financials,France,21/10/2019,16/08/2022,16/08/2022,1000,EUR,1.14,21-10-25,0.38,Green,0,0,86,0,0,0,14,Renewable Electricity and Heat Production,100,55,0,0,0,10,0,33,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-304,"-346,260",1,NA,94,62,1,94,75,100,100,100,https://www.credit-agricole.com/en/pdfPreview/192018
XS1917601582,1.5%-FR SNR NPF 04/12/24 EUR1000'36'REGS,44455,HSBC Holdings plc,Financials,United Kingdom,04/12/2018,17/08/2022,17/08/2022,1250,EUR,1.14,4/12/2024,1.5,Green,0,61,9,31,0,0,0,Buildings,100,26,0,0,0,29,0,44,0,0,0,0,0,0,0,1,9,0,0,0,0,0,9,20,44,0,0,29,0,0,0,829,"429,080",NA,NA,829,"429,080",NA,NA,"11,443","52,394","80,102","366,756",64,8,NA,NA,-31,"-44,705",1,NA,NA,NA,Low,90,74,1,93,100,100,100,71,https://www.hsbc.com/-/files/hsbc/investors/fixed-income-investors/green-and-sustainability-bonds/pdfs/211214-hsbc-green-bonds-report-2021.pdf?download=1; https://www.hsbc.com/-/files/hsbc/investors/fixed-income-investors/green-and-sustainability-bonds/excel/211214-hsbc-green-and-sdg-asset-register-2021.xlsx?download=1
XS1702729275,1.25% GTD SNR NTS 19/10/2027 EUR1000 '2',44534,innogy Finance B.V.,Financials,Netherlands,19/10/2017,17/08/2022,17/08/2022,850,EUR,1.15,19-10-27,1.25,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,3,0,0,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3,316","-3,231,702",1,NA,54,61,0,94,75,100,100,100,https://sustainabilityreport.eon.com/en/appendix/green-bond-reporting.html
FR0013245867,1.5% SNR EMTN 27/03/28 EUR100000'75'REGS,48499,ENGIE SA,Utilities,France,27/03/2017,17/08/2022,17/08/2022,800,EUR,1.15,27-03-28,1.5,Green,0,44,30,13,2,12,0,Buildings,100,28,0,0,3,0,0,67,0,0,0,0,1,0,0,20,5,1,0,0,0,3,0,0,59,0,0,0,0,0,0,"18,416",NA,NA,NA,"18,416",NA,NA,NA,"25,717","43,265","308,602","519,185",45,NA,NA,NA,-502,"-459,949",0,"-1,117","-1,024,067",1,Low,42,80,1,100,100,100,100,100,https://www.engie.com/en/csr/green-bonds
FR0013245859,0.875% SNR EMTN 27/03/24 EUR100000'REGS',48499,ENGIE SA,Utilities,France,27/03/2017,17/08/2022,17/08/2022,700,EUR,1.15,27-03-24,0.88,Green,0,44,30,13,2,12,0,Buildings,100,28,0,0,3,0,0,67,0,0,0,0,1,0,0,20,5,1,0,0,0,3,0,0,59,0,0,0,0,0,0,"10,743",NA,NA,NA,"10,743",NA,NA,NA,"22,502","37,857","180,018","302,858",45,NA,NA,NA,-502,"-402,455",0,"-1,117","-896,059",1,Low,42,80,1,100,100,100,100,100,https://www.engie.com/en/csr/green-bonds
XS2227050379,0.875% GTD SNR EMTN 08/09/32 EUR1000'10',241376,Royal Schiphol Group N.V.,Industrials,Netherlands,08/09/2020,16/08/2022,16/08/2022,500,EUR,1.15,8/9/1932,0.88,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,1,0,0,NA,"252,791","299,167,531",NA,NA,"252,791","299,167,531",NA,"1,946","18,081","25,295","235,050",NA,6,0,NA,-8,"-4,739",1,-2,"-1,109",1,Low,NA,82,1,94,75,100,100,100,https://www.annualreportschiphol.com/xmlpages/resources/TXP/Schiphol_web_2021/pdf/Schiphol_Annual_Report_2021.pdf
XS2153459123,2% GTD SNR EMTN 06/04/2029 EUR100000 '8',241376,Royal Schiphol Group N.V.,Industrials,Netherlands,06/04/2020,16/08/2022,16/08/2022,750,EUR,1.15,6/4/2029,2,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,1,0,0,NA,"307,017","345,193,305",NA,NA,"307,017","345,193,305",NA,"2,406","30,636","24,056","306,363",NA,8,0,NA,-10,"-8,794",1,-2,"-1,663",1,Low,NA,82,1,94,75,100,100,100,https://www.annualreportschiphol.com/xmlpages/resources/TXP/Schiphol_web_2021/pdf/Schiphol_Annual_Report_2021.pdf
XS2089368596,0.75% SNR EMTN 04/12/2024 EUR100000'931',51393,Intesa Sanpaolo S.p.A.,Financials,Italy,04/12/2019,16/08/2022,16/08/2022,750,EUR,1.14,4/12/2024,0.75,Green,0,0,100,0,0,0,0,Others Green,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2,443","-2,089,500",1,NA,43,NA,0,100,100,100,100,100,https://group.intesasanpaolo.com/content/dam/portalgroup/repository-documenti/sostenibilt%C3%A0/inglese/2022/Green%20Bond%20Report%202021.pdf
XS2104915033,0.19% SNR EMTN 20/01/2025 EUR100000 '77',243820,National Grid Electricity Transmission plc,Utilities,United Kingdom,20/01/2020,18/07/2022,18/07/2022,500,EUR,1.14,20-01-25,0.19,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,85,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2,784","-1,589,214",1,NA,67,69,0,95,80,100,100,100,https://www.nationalgrid.com/sites/default/files/documents/21%20Dec%202020-%202020%20Green%20Financing%20Report.pdf
XS1398476793,1.125% GTD SNR EMTN 21/04/2026 EUR100000,42800,Iberdrola International B.V.,Financials,Netherlands,21/04/2016,01/08/2022,01/08/2022,1000,EUR,1.14,21-04-26,1.13,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,76,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,310",NA,NA,NA,"13,310",NA,NA,NA,"67,122","45,828","738,346","504,107",90,NA,NA,NA,-280,"-319,106",1,-164,"-186,441",1,Moderate,50,84,1,100,100,100,100,100,https://www.iberdrola.com/documents/20125/42169/Green_financing_returns_report_2021.pdf/0cec45f0-fb55-9dfc-9eea-2210a3edeb9e?t=1648319477988
XS1432384409,1.875% SNR EMTN 13/06/2036 EUR100000'10',231338,TenneT Holding B.V.,Utilities,Netherlands,13/06/2016,01/08/2022,01/08/2022,500,EUR,1.14,13-06-36,1.88,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,096",NA,NA,NA,"11,096",NA,NA,NA,"4,814","8,621","101,086","181,044",NA,NA,NA,NA,-524,"-298,415",NA,-620,"-353,148",1,Moderate,NA,NA,0,100,100,100,100,100,https://netztransparenz.tennet.eu/fileadmin/user_upload/Company/Profile/AR2021/2021_Green_Finance_Report_TenneT_Holding_B.V..pdf
XS1632897762,0.75% SNR EMTN 26/06/2025 EUR100000 '12',231338,TenneT Holding B.V.,Utilities,Netherlands,26/06/2017,01/08/2022,01/08/2022,500,EUR,1.15,26-06-25,0.75,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,795",NA,NA,NA,"4,795",NA,NA,NA,"4,854","8,693","43,686","78,241",NA,NA,NA,NA,-524,"-300,918",NA,-782,"-448,784",1,Moderate,NA,NA,0,100,100,100,100,100,https://netztransparenz.tennet.eu/fileadmin/user_upload/Company/Profile/AR2021/2021_Green_Finance_Report_TenneT_Holding_B.V..pdf
XS2009891479,0.5% SNR EMTN 24/06/2026 EUR100000 '159',42772,Vattenfall AB (publ),Utilities,Sweden,24/06/2019,01/08/2022,01/08/2022,500,EUR,1.14,24-06-26,0.5,Green,0,0,59,0,0,0,41,Renewable Electricity and Heat Production,59,57,0,0,0,0,0,0,0,2,0,0,0,41,0,57,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"4,707",NA,NA,NA,"4,707",NA,NA,NA,"5,787","9,746","46,292","77,964",26,NA,NA,NA,-385,"-218,839",1,-219,"-124,262",1,Low,39,66,1,90,59,100,100,100,https://group.vattenfall.com/siteassets/corporate/investors/annual-reports/2021/vattenfall-annual-and-sustainability-report2021.pdf
DE000MHB21J0,0.25% PFBRF SNR 13/12/2023 EUR1000'1803',228183,M?Nchener Hypothekenbank Eg,Financials,Germany,08/11/2018,14/07/2022,14/07/2022,500,EUR,1.14,13-12-23,0.25,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,NA,"294,502",NA,NA,NA,"294,502",NA,NA,"2,412","22,561","14,473","135,366",NA,5,NA,NA,-9,"-5,108",1,-5,"-2,270",1,Low,55,75,1,83,100,100,33,100,https://www.muenchenerhyp.de/sites/default/files/downloads/2022-03/mhyp_Impact_Reporting_2021_en.pdf; https://www.muenchenerhyp.de/sites/default/files/downloads/2019-07/Press_Release_MuenchenerHyp_Ecological_ESG_Pfandbrief.pdf
XS1432384664,1% SNR EMTN 13/06/2026 EUR100000'9''REGS,231338,TenneT Holding B.V.,Utilities,Netherlands,13/06/2016,01/08/2022,01/08/2022,500,EUR,1.14,13-06-26,1,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,812",NA,NA,NA,"5,812",NA,NA,NA,"4,814","8,621","52,950","94,833",NA,NA,NA,NA,-524,"-298,415",NA,-620,"-353,148",1,Moderate,NA,NA,0,100,100,100,100,100,https://netztransparenz.tennet.eu/fileadmin/user_upload/Company/Profile/AR2021/2021_Green_Finance_Report_TenneT_Holding_B.V..pdf
XS1505568136,1.25% SNR EMTN 24/10/2033 EUR100000 '11',231338,TenneT Holding B.V.,Utilities,Netherlands,24/10/2016,02/08/2022,02/08/2022,500,EUR,1.14,24-10-33,1.25,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,523",NA,NA,NA,"9,523",NA,NA,NA,"4,820","8,632","86,758","155,383",NA,NA,NA,NA,-524,"-298,803",NA,-696,"-396,939",1,Moderate,NA,NA,0,100,100,100,100,100,https://netztransparenz.tennet.eu/fileadmin/user_upload/Company/Profile/AR2021/2021_Green_Finance_Report_TenneT_Holding_B.V..pdf
XS1527758145,1% GTD SNR EMTN 07/03/2024 EUR100000'114,42800,Iberdrola Finanzas S.A.U.,Financials,Spain,07/12/2016,02/08/2022,02/08/2022,750,EUR,1.14,7/3/2024,1,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,378",NA,NA,NA,"9,378",NA,NA,NA,"22,048","25,478","198,430","229,298",44,NA,NA,NA,-383,"-328,141",1,-168,"-143,764",1,Moderate,50,85,1,100,100,100,100,100,https://www.iberdrola.com/documents/20125/42169/Green_financing_returns_report_2021.pdf/0cec45f0-fb55-9dfc-9eea-2210a3edeb9e?t=1648319477988
XS1797138960,2.625%-FRN GTD SUB PERP EUR100000 'REGS',42800,Iberdrola International B.V.,Financials,Netherlands,26/03/2018,02/08/2022,02/08/2022,700,EUR,1.14,Perpetual,2.63,Green,0,0,99,1,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,665",NA,NA,NA,"16,665",NA,NA,NA,"17,637","40,754","378,247","1,533,420",79,NA,NA,NA,-321,"-256,661",1,-163,"-129,913",1,Moderate,50,84,1,100,100,100,100,100,https://www.iberdrola.com/documents/20125/42169/Green_financing_returns_report_2021.pdf/0cec45f0-fb55-9dfc-9eea-2210a3edeb9e?t=1648319477988
XS1828037587,1.375% SNR EMTN 05/06/2028 EUR100000'14',231338,TenneT Holding B.V.,Utilities,Netherlands,05/06/2018,02/08/2022,02/08/2022,500,EUR,1.14,5/6/2028,1.38,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,808",NA,NA,NA,"5,808",NA,NA,NA,"4,810","8,616","52,915","94,771",NA,NA,NA,NA,-524,"-298,221",NA,"-1,037","-589,844",1,Moderate,NA,NA,0,100,100,100,100,100,https://netztransparenz.tennet.eu/fileadmin/user_upload/Company/Profile/AR2021/2021_Green_Finance_Report_TenneT_Holding_B.V..pdf
XS1890845875,3.25%-FRN GTD SUB PERP EUR100000 'REGS',42800,Iberdrola International B.V.,Financials,Netherlands,12/02/2019,01/08/2022,01/08/2022,800,EUR,1.14,Perpetual,3.25,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21,400",NA,NA,NA,"21,400",NA,NA,NA,"7,591","13,793","186,424","337,737",24,NA,NA,NA,-408,"-370,518",1,-223,"-202,192",1,Moderate,50,88,1,100,100,100,100,100,https://www.iberdrola.com/documents/20125/42169/Green_financing_returns_report_2021.pdf/0cec45f0-fb55-9dfc-9eea-2210a3edeb9e?t=1648319477988
XS2002491780,0.875% SNR EMTN 03/06/2030 EUR100000'16',231338,TenneT Holding B.V.,Utilities,Netherlands,03/06/2019,02/08/2022,02/08/2022,500,EUR,1.14,3/6/1930,0.88,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,326",NA,NA,NA,"6,326",NA,NA,NA,"4,803","8,602","57,635","103,225",NA,NA,NA,NA,-524,"-297,755",NA,-779,"-442,397",1,Moderate,NA,NA,0,100,100,100,100,100,https://netztransparenz.tennet.eu/fileadmin/user_upload/Company/Profile/AR2021/2021_Green_Finance_Report_TenneT_Holding_B.V..pdf
XS2002491863,1.5% SNR EMTN 03/06/39 EUR100000'17'REGS,231338,TenneT Holding B.V.,Utilities,Netherlands,03/06/2019,02/08/2022,02/08/2022,750,EUR,1.14,3/6/1939,1.5,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,607",NA,NA,NA,"16,607",NA,NA,NA,"7,204","12,903","151,293","270,965",NA,NA,NA,NA,-524,"-446,632",NA,-779,"-663,595",1,Moderate,NA,NA,0,100,100,100,100,100,https://netztransparenz.tennet.eu/fileadmin/user_upload/Company/Profile/AR2021/2021_Green_Finance_Report_TenneT_Holding_B.V..pdf
US92343VES97,GLOBAL NT 3.875 Feb-8-2029,44080,Verizon Communications Inc.,Communication Services,United States,05/02/2019,01/08/2022,01/08/2022,1000,USD,1,8/2/2029,3.88,Green,0,0,0,100,0,0,0,Renewable Electricity and Heat Production,100,64,0,0,0,0,0,36,0,0,0,0,0,0,0,27,36,0,0,0,0,0,0,32,3,0,0,0,0,0,0,"20,104","41,435",NA,NA,"20,104","41,435",NA,NA,"62,870","100,766","691,573","1,108,421",91,6,NA,NA,-731,"-731,331",1,-913,"-913,089",1,Low,71,84,1,100,100,100,100,100,https://www.verizon.com/about/sites/default/files/Green-Bond-Report-August-2020.pdf
XS2153405118,0.875% GTD SNR EMTN 16/06/2025 EUR100000,42800,Iberdrola Finanzas S.A.U.,Financials,Spain,14/04/2020,02/08/2022,02/08/2022,750,EUR,1.15,16-06-25,0.88,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,28,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,714",NA,NA,NA,"9,714",NA,NA,NA,"45,403","79,767","272,421","478,605",102,NA,NA,NA,-815,"-700,320",1,-882,"-757,889",1,Moderate,50,82,1,100,100,100,100,100,https://www.iberdrola.com/documents/20125/42169/Green_financing_returns_report_2021.pdf/0cec45f0-fb55-9dfc-9eea-2210a3edeb9e?t=1648319477988
XS2262065233,0.5% SNR EMTN 30/11/40 EUR100000'19'REGS,231338,TenneT Holding B.V.,Utilities,Netherlands,30/11/2020,02/08/2022,02/08/2022,750,EUR,1.14,30-11-40,0.5,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,737",NA,NA,NA,"16,737",NA,NA,NA,"7,261","13,004","152,478","273,088",NA,NA,NA,NA,-524,"-450,131",NA,-603,"-517,791",1,Moderate,NA,NA,0,100,100,100,100,100,https://netztransparenz.tennet.eu/fileadmin/user_upload/Company/Profile/AR2021/2021_Green_Finance_Report_TenneT_Holding_B.V..pdf
FR0013398229,3.25%-FRN SUB PERP EUR100000 'REGS',48499,ENGIE SA,Utilities,France,28/01/2019,03/08/2022,03/08/2022,1000,EUR,1.14,Perpetual,3.25,Green,0,1,28,0,0,0,71,Renewable Electricity and Heat Production,100,65,0,0,0,17,0,9,0,0,0,0,10,0,0,45,9,0,1,0,0,9,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1,177","-1,336,439",1,NA,40,81,1,100,100,100,100,100,https://www.engie.com/en/csr/green-bonds; https://www.engie.com/sites/default/files/assets/documents/2020-03/DDR%20VA_2019.pdf
FR0013455813,0.5% SNR EMTN 24/10/30 EUR100000'92'REGS,48499,ENGIE SA,Utilities,France,24/10/2019,03/08/2022,03/08/2022,900,EUR,1.14,24-10-30,0.5,Green,0,0,33,0,0,0,67,Renewable Electricity and Heat Production,100,84,0,0,2,1,0,10,0,0,0,0,2,0,0,26,27,27,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1,052","-1,078,419",1,NA,40,80,1,100,100,100,100,100,https://www.engie.com/en/csr/green-bonds; https://www.engie.com/sites/default/files/assets/documents/2022-03/ENGIE_DEU_2020_UK_BD_0_1.pdf
US05674XAA90,SR NT RULE 144A 5.750 Jul-14-2026,53539,Suzano Austria Gmbh,Financials,Austria,07/07/2016,03/08/2022,03/08/2022,500,USD,1,14-07-26,5.75,Green,0,0,0,0,0,100,0,Land Use and Marine Resources,100,0,0,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,89,0,93,100,100,100,71,https://s1.q4cdn.com/987436133/files/doc_downloads/bonds/RelSuzano2018_GreenBondSuzano_eng.pdf
US74977RDK77,GLOBAL MTN FIXED/FLTG RT RULE 144A 1.106 Feb-24-2027,233811,Co?peratieve Rabobank U.A.,Financials,Netherlands,17/02/2021,10/08/2022,10/08/2022,1000,USD,1,24-02-27,1.11,Green,0,0,0,0,0,0,100,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,64,1,70,50,100,100,29,https://www.nasdaq.com/articles/rabobank-returns-with-second-usd-green-bond-2021-02-17; https://www.capitaliq.com/CIQDotNet/CreditRatings/RatingDetails.aspx?companyId=809970&securityId=145932184
XS2171875839,2.75% SNR EMTN 12/05/2026 EUR100000 '15',238369,CPI Property Group S.A.,Real Estate,Luxembourg,12/05/2020,10/08/2022,10/08/2022,750,EUR,1.15,12/5/2026,2.75,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,94,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,7,0,0,0,0,0,0,14,"231,329",NA,"8,322,106",14,"231,329",NA,"8,322,106","2,626","35,657","18,385","249,601",82,10,NA,35,-10,"-8,550",1,-13,"-11,156",1,Low,11,80,1,83,100,100,33,100,http://www.cpipg.com/storage/app/uploads/public/624/70c/960/62470c960877d180950029.pdf
FR0013385515,0.75% SNR EMTN 05/12/2023 EUR100000'539',44546,Credit Agricole SA London Branch,Financials,United Kingdom,05/12/2018,12/08/2022,12/08/2022,1000,EUR,1.14,5/12/2023,0.75,Green,0,0,81,0,0,0,19,Renewable Electricity and Heat Production,100,67,0,0,0,9,0,19,0,0,0,0,5,0,0,20,44,0,0,0,0,3,0,0,14,0,0,0,0,0,0,"9,839",NA,NA,NA,"9,839",NA,NA,NA,"94,343","100,269","566,056","601,616",119,NA,NA,NA,-416,"-472,704",1,-361,"-409,814",1,Low,94,76,1,94,75,100,100,100,https://www.credit-agricole.com/en/pdfPreview/179900; https://www.credit-agricole.com/en/pdfPreview/192018
XS1999841445,0.01% GTD SNR EMTN 05/05/27 EUR1000'REGS,89834,KfW,Financials,Germany,22/05/2019,12/08/2022,12/08/2022,3000,EUR,1.14,5/5/2027,0.01,Green,0,0,100,0,0,0,0,Buildings,100,21,0,0,0,0,0,79,0,0,0,0,0,0,0,15,6,0,0,0,0,0,79,0,0,0,0,0,0,0,0,"7,481","1,345,042",NA,NA,"7,481","1,345,042",NA,NA,"31,084","174,427","279,752","1,569,840",63,6,NA,NA,-94,"-320,414",1,-118,"-403,650",1,Low,38,77,1,77,75,100,33,100,https://www.kfw.de/PDF/Investor-Relations/PDF-Dokumente-Green-Bonds/Impact-and-Allocation-Reporting/KfW-Green-Bond-Impact-Report-2019-2020-barrierefrei.pdf; https://www.kfw.de/PDF/Investor-Relations/PFD-Dokumente-Green-Bonds/KfW-Green-Bond-Allocation-Report-2019-2.pdf
XS2069407786,1.625% SNR EMTN 23/04/2027 EUR100000'11',238369,CPI Property Group S.A.,Real Estate,Luxembourg,28/10/2019,10/08/2022,10/08/2022,750,EUR,1.14,23-04-27,1.63,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,94,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,7,0,0,0,0,0,0,18,"231,329",NA,"10,699,850",18,"231,329",NA,"10,699,850","2,626","35,657","23,637","320,916",82,10,NA,28,-10,"-8,550",1,-13,"-11,156",1,Low,11,80,1,83,100,100,33,100,http://www.cpipg.com/storage/app/uploads/public/624/70c/960/62470c960877d180950029.pdf
FR0014000RR2,1.5%-FRN SUB EMTN PERP EUR100000 'REGS',48499,ENGIE SA,Utilities,France,30/11/2020,16/08/2022,16/08/2022,850,EUR,1.14,Perpetual,1.5,Green,0,0,22,4,0,2,73,Renewable Electricity and Heat Production,100,81,0,0,13,1,0,4,0,0,0,0,1,0,0,33,28,6,1,0,0,12,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-811,"-789,215",0,NA,40,85,1,100,100,100,100,100,https://www.engie.com/sites/default/files/assets/documents/2022-03/ENGIE_DEU_2020_UK_BD_0_1.pdf; https://www.engie.com/sites/default/files/assets/documents/2022-03/ENGIE_DEU_2021_MEL_US.pdf
US168863DL94,GLOBAL NT 3.500 Jan-25-2050,NA,Chile,Sovereign,Chile,17/06/2019,16/08/2022,16/08/2022,1418,USD,1,25-01-50,3.5,Green,0,0,0,0,0,100,0,Undisclosed/Not disbursed proceeds,27,0,0,0,0,25,1,1,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,1,0,0,0,24,1,0,0,189,"6,466",NA,NA,189,"6,466",NA,NA,453,"1,677","14,487","53,652",61,5,0,NA,-2,"-3,086",0,-98,"-139,108",0,Low,99,50,1,82,26,100,100,100,https://cms.hacienda.cl/hacienda/assets/documento/descargar/15a736c651116/1631214762
